Title,TV Manual Pull Card,,,,,,,,,,,,,,,,
Mrp Whs Grp,Ws Cd,Joc Cd,Vendor Cd,Vendor Name,Disb Charge Cd,Item No,Item Desc,Whs Cd,Std Pack,Plan Lot Size,Usage,Plan Lot Usage Qty,Completed Qty,Open Qty,Parent Item Desc,Start ECN Accum Qty,End ECN Accum Qty
MRP_WHS_GRP,WS_CD,JOC_CD,VENDOR_CD,VENDOR_DESC,DISB_CHARGE_CD,ITEM_NO,ITEM_DESC,WHS_CD,STD_PACK,PLAN_LOT_SIZE,USAGE_QTY,PLAN_LOT_USAGE_QTY,SUPPLY_QTY,OPEN_QTY,PARENT_ITEM_DESC,START_ECN_ACCUM_QTY,END_ECN_ACCUM_QTY
BTV,FGL16,23823015,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,502576301,DIFFUSER PLATE (LYX SM),RC1S1,1,371,1,371,0,371,SV-41115(VN3)/KD-43X80L/VN3,1,371
BTV,FGL16,23822013,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,504787711,SETUP GUIDE,RC1B2,1,312,1,312,0,312,SV-41113(VN3)/KD-50X80L/VN3,1,312
BTV,FGL16,23822013,080145,YH PRECISION (M) SDN BHD,ITCI,502289912,SOURCE SHIELD (ML COM),RC1B7,1,312,1,312,0,312,SV-41113(VN3)/KD-50X80L/VN3,1,312
BTV,FGL16,23311054,080026,ENTRUST PRECISION (M) SDN BHD,SP,469426101,"SCREW, +PSW M5X14",RC1B1,1,224,4,896,0,896,SV-40408(J1)/KJ-43X85K/MJ1,1,224
BTV,FGL16,23311054,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,502780003,GOOGLE TV SETUP GUIDE,RC1B2,1,224,1,224,0,224,SV-40408(J1)/KJ-43X85K/MJ1,1,224
BTV,FGL16,23310027,001504,FORMOSA PROSONIC INDUSTRIES BH,ACC,503520301,"BAG, CL ASSY (SM HRS)",RC1B2,1,704,1,704,0,704,SV-40407(J1)/KJ-50X85K/MJ1,1,704
BTV,FGL16,23310027,005753,TKR PRECISION (M) SDN BHD,SB,502290312,"SHIELD, T-CON L (ML RIS)",RC1B3,1,704,1,704,0,704,SV-40407(J1)/KJ-50X85K/MJ1,1,704
BTV,FGL16,22971021,080145,YH PRECISION (M) SDN BHD,ITCI,502289912,SOURCE SHIELD (ML COM),RC1B7,1,25,1,25,0,25,SV-40202(TW6)/KM-50X85K/TW6,1,25
BTV,FGL16,22971021,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502471601,"CELL, PROTECTOR (ML RIS)",RC1S1,1,25,1,25,0,25,SV-40202(TW6)/KM-50X85K/TW6,1,25
BTV,FGL16,22967033,005403,SANKO SANGYO (M) SDN BHD,SP,504199911,"LABEL, EE HK(HRS)",RC1B1,1,84,1,84,0,84,SV-40180(HK5)/KD-50X85K/HK5,1,84
BTV,FGL16,22967033,080124,BANGI PLASTICS SDN BHD,SB,503559301,"COVER, BTM(SM EPH) A",RC1B3,1,84,1,84,0,84,SV-40180(HK5)/KD-50X85K/HK5,1,84
BTV,FGL16,22967033,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,503862301,"CARTON, INDIVIDUAL (ML HRS)",RC1S1,1,84,1,84,0,84,SV-40180(HK5)/KD-50X85K/HK5,1,84
BTV,FGL16,22967032,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212101,"CUSHION, LOWER (ML RIS)",RC1S1,1,10,1,10,0,10,SV-40180(HK5)/KD-50X85K/HK5,1,10
BTV,FGL16,22804018,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101100312,FLEXIBLE FLAT CABLE 20P,RC1B1,1,127,1,127,0,127,SV-40274(VN3)/KD-50X85K/AZ1,1,127
BTV,FGL16,22804018,080124,BANGI PLASTICS SDN BHD,SB,502451613,"COVER, TOP (COM)",RC1B3,1,127,1,127,0,127,SV-40274(VN3)/KD-50X85K/AZ1,1,127
BTV,FGL16,22597030,100629,C.G. DEVELOPMENT LTD,ACC,101369313,REMOTE COMMANDER (RMF-TX800P),RC1B2,1,542,1,542,0,542,SV-40166(HK5)/KD-43X81K/HK5,1,542
BTV,FGL16,22597030,005101,RYOKA (MALAYSIA) SDN BHD,ITCI,502290411,SUPPORTER PIN (SM COM),RC1B7,1,542,8,4336,0,4336,SV-40166(HK5)/KD-43X81K/HK5,1,542
BTV,FGL16,22402024,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,501206416,SAFETY FLYER,RC1B2,1,50,1,50,0,50,SV-40044(VN3)/KD-50X80K/AF1,1,50
BTV,FGL16,22402024,PA1099,CLOUD NETWORK TECH SPORE P/L,BRD,100541933,WLAN/BT MODULE(11AC)FXC,RC1B6,1,50,1,50,0,50,SV-40044(VN3)/KD-50X80K/AF1,1,50
BTV,FGL16,22402024,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212101,"CUSHION, LOWER (ML RIS)",RC1S1,1,50,1,50,0,50,SV-40044(VN3)/KD-50X80K/AF1,1,50
BTV,FGL16,22379074,550200,SONY GLOBAL MFG & OPT CORP-IPO,HM,474251901,"HOLDER, HS WS (MUF) T1",RB1B1,1,265,4,1060,0,1060,SV-40047(VN3)/KD-43X80K/VN3,1,265
BTV,FGL16,22379074,080140,TOKOPAK SDN BHD,OUTJIT,502437503,"CUSHION, UPPER (SM LYX)",RC1S1,1,265,1,265,0,265,SV-40047(VN3)/KD-43X80K/VN3,1,265
BTV,FGL16,22379073,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101099211,FLEXIBLE FLAT CABLE 20P,RC1B1,1,464,1,464,0,464,SV-40047(VN3)/KD-43X80K/VN3,1,464
BTV,FGL16,22379073,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,464,23,10672,0,10672,SV-40047(VN3)/KD-43X80K/VN3,1,464
BTV,FGL16,22379073,005101,RYOKA (MALAYSIA) SDN BHD,INJIT,503317611,BEZEL TP ASSY (SM EPH),RC1S1,1,464,1,464,0,464,SV-40047(VN3)/KD-43X80K/VN3,1,464
BTV,FGL16,22379072,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101099211,FLEXIBLE FLAT CABLE 20P,RC1B1,1,465,1,465,0,465,SV-40047(VN3)/KD-43X80K/VN3,1,465
BTV,FGL16,22379072,080140,TOKOPAK SDN BHD,OUTJIT,502437601,"CUSHION, LOWER (SM LYX)",RC1S1,1,465,1,465,0,465,SV-40047(VN3)/KD-43X80K/VN3,1,465
BTV,FGL16,22379072,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101013011,MOUNTED PWB LS BAR (PHN SM),RC1S3,1,465,5,2325,0,2325,SV-40047(VN3)/KD-43X80K/VN3,1,465
BTV,FGL23,23810017,080140,TOKOPAK SDN BHD,OUTJIT,503524601,"CUSH, UPP RGT PMOD (L SEP)",RC1S1,1,330,0.0909,30,0,30,P-MOD (YDCM055UNG01),1,330
BTV,FGL24,23808031,080140,TOKOPAK SDN BHD,OUTJIT,503525101,"CUSH, LOW RGT PMOD (L SEP)",RC1S1,1,220,0.0909,20,0,20,P-MOD (YDCM065UNG01),1,220
BTV,FGL24,23808031,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503529201,"OUTER CTN, PMOD (2L SEP)",RC1S1,1,220,0.0455,10,0,10,P-MOD (YDCM065UNG01),1,220
BTV,FGL32,24203010,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,503586701,"EPE, BLK PMOD (L/2L SEP)",RC1S1,1,660,0.1818,120,0,120,P-MOD(YDDO065UND01),1,660
BTV,FGL32,24201018,080140,TOKOPAK SDN BHD,OUTJIT,504711201,CUS LOW LFT PMOD (L MLB),RC1S1,1,418,0.0909,38,0,38,P-MOD(YDDO055UND01),1,418
BTV,LG23,24432114,PA1116,TDK SINGAPORE PTE LTD,SP,101347111,"ACTUATOR,FY22 PZ50X20",RC1B1,1,80,2,160,0,160,LCM 55 ASSY,1,80
BTV,LG23,24432113,PA1116,TDK SINGAPORE PTE LTD,SP,101347111,"ACTUATOR,FY22 PZ50X20",RC1B1,1,103,2,206,0,206,LCM 55 ASSY,1,103
BTV,LG23,23809028,000602,CHIYODA INTEGRE CO.(M) SDN BHD,SP,503567011,"TAPE, ENCLOSURE (SEP)",RC1B1,1,418,2,836,0,836,LCM 55 ASSY,1,418
BTV,LG23,23809024,PA1114,HAMBURG (JIANGSU) CO LTD,SP,101466811,FLEXIBLE FLAT CABLE 70P,RC1B1,1,88,4,352,0,352,LCM 55 ASSY,1,88
BTV,LG24,24431083,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503631,"BAG, PRO PEHD",RC1S1,1,216,1,216,0,216,LCM 65 ASSY,1,216
BTV,LG24,23807037,PA1114,HAMBURG (JIANGSU) CO LTD,SP,101466811,FLEXIBLE FLAT CABLE 70P,RC1B1,1,220,4,880,0,880,LCM 65 ASSY,1,220
BTV,LG32,24202022,080121,NISSHO PRECISION (MALAYSIA) SB,SP,504458801,"TAPE, CELL V (L MLB)",RC1B1,1,220,2,440,0,440,"LCM, 55 ASSY",1,220
BTV,LG32,24202022,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503621,"BAG, PRO PEHD",RC1S1,1,220,1,220,0,220,"LCM, 55 ASSY",1,220
BTV,EHW01,23588002,005753,TKR PRECISION (M) SDN BHD,HM,502402011,HEAT SINK (SRK RIS),RB1B1,1,189,1,189,0,189,COMPL_SVC_BM5STY_VN_FT,1,189
BTV,FFL08,24471005,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,27,19,513,0,513,SV-41138(VN3)/XR-65X95L/VN3,1,27
BTV,FFL08,24471005,313804,SONY ELECT OPERATIONS (CN) LTD,SB,101327622,"SP  BOX ASSY, FY22 D35 SLIT(R)",RC1BB,1,27,1,27,0,27,SV-41138(VN3)/XR-65X95L/VN3,1,27
BTV,FFL08,24471005,313804,SONY ELECT OPERATIONS (CN) LTD,SB,504621401,STAND COVER CL (PLD) A,RC1BB,1,27,1,27,0,27,SV-41138(VN3)/XR-65X95L/VN3,1,27
BTV,FFL08,24256004,550200,SONY GLOBAL MFG & OPT CORP-IPO,SB,500925822,"BRACKET, WIFI(BNN)",RC1BB,1,23,1,23,0,23,SV-41122(VN3)/XR-77A80L/MY1,1,23
BTV,FFL08,24256004,313804,SONY ELECT OPERATIONS (CN) LTD,SB,504357101,STAND L (3L SEP2) A,RC1BB,1,23,1,23,0,23,SV-41122(VN3)/XR-77A80L/MY1,1,23
BTV,FFL08,24183010,313804,SONY ELECT OPERATIONS (CN) LTD,ACC,191295211,POWER-SUPPLY CORD SET(JP),RC1B2,1,246,1,246,0,246,SV-41319(J1)/XRJ-77A80L/J1,1,246
BTV,FFL08,24183010,080026,ENTRUST PRECISION (M) SDN BHD,ACC,500986112,VESA SPACER A (COM),RC1B2,1,246,1,246,0,246,SV-41319(J1)/XRJ-77A80L/J1,1,246
BTV,FFL08,23380006,005403,SANKO SANGYO (M) SDN BHD,SP,504720601,"LABEL,EEA GB ENERGY,CAR(PHN B)",RC1B1,1,420,1,420,0,420,SV-39083(CEI)/FW-32BZ30J/1CEI,1,420
BTV,FFL08,23247010,080106,ZHAORI PACKAGING INDUSTRIES M,OUTJIT,503669601,"CUSHION, LOWER(SM LIO)",RC1S1,1,41,1,41,0,41,SV-40183(HK5)/XR-42A90K/HK5,1,41
BTV,FFL08,23142021,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,503591931,"COVER,BTM (SEP) A",RC1B3,1,7,1,7,0,7,SV-40184(HK5)/XR-48A90K/HK5,1,7
BTV,FFL08,23010023,080106,ZHAORI PACKAGING INDUSTRIES M,OUTJIT,503669501,"CUSHION, UPPER(SM LIO)",RC1S1,1,214,1,214,0,214,SV-40373(J1)/XRJ-42A90K/J1,1,214
BTV,FFL08,22905015,080134,UPKL PRESS SDN BHD,ACC,503839211,SETUP GUIDE,RC1B2,1,22,1,22,0,22,SV-40280(VN3)/XR-65X95K/E51,1,22
BTV,FFL08,22905015,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,472639603,BRACKET UNDER (BM2A),RC1B3,1,22,1,22,0,22,SV-40280(VN3)/XR-65X95K/E51,1,22
BTV,FFL08,22905015,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,503601802,"BRACKET, SIDE(SGT)",RC1B3,1,22,1,22,0,22,SV-40280(VN3)/XR-65X95K/E51,1,22
BTV,FFL08,22639036,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,472639623,BRACKET UNDER (BM2A),RC1B3,1,253,1,253,0,253,SV-40372(J1)/XRJ-48A90K/J1,1,253
BTV,FFL08,22530041,000008,ASAHI BEST BASE SDN BHD,SP,101490111,CONNECTOR ASSY 10P (SP),RC1B1,1,268,1,268,0,268,SV-40001(J1)/XRJ-65A95K/J1,1,268
BTV,FFL08,22530041,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,504043511,INSTRUCTION (REGISTRATION),RC1B2,1,268,1,268,0,268,SV-40001(J1)/XRJ-65A95K/J1,1,268
BTV,FFL08,22530041,S85034,SSCS (M) SDN BHD,INJITI,503418801,"BEZEL, AL BTM (2L DER)A",RC1S1,1,268,1,34,0,34,SV-40001(J1)/XRJ-65A95K/J1,1,34
BTV,FFL08,22530041,080140,TOKOPAK SDN BHD,OUTJIT,503297701,"CUSHION, SIDE (2L DER)",RC1S1,1,268,1,268,0,268,SV-40001(J1)/XRJ-65A95K/J1,1,268
BTV,FFL08,22530041,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44408101,"PAPER PALLET, DER 65 (5SETS)",RC1S1,1,268,0.0909,25,0,25,SV-40001(J1)/XRJ-65A95K/J1,1,268
BTV,FFL08,21735009,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101064511,FLEXIBLE FLAT CABLE 20P,RC1B1,1,43,1,43,0,43,SV-39155(J1)/FW-32BZ30J/J1,1,43
BTV,FFL08,21735009,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,502306933,"COVER, TOP (COM)",RC1B3,1,43,1,43,0,43,SV-39155(J1)/FW-32BZ30J/J1,1,43
BTV,FFL10,24707001,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,50,11,550,0,550,SV-41482(IN5)/FW-85BZ30L/IN5,1,50
BTV,FFL10,24707001,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,501059801,"PLATE, FRONT (4L APL)",RC1S1,1,50,1,50,0,50,SV-41482(IN5)/FW-85BZ30L/IN5,1,50
BTV,FFL10,24706001,005403,SANKO SANGYO (M) SDN BHD,SP,505083202,"LABEL, UP B2B",RC1B1,1,20,1,20,0,20,SV-41495(IN5)/FW-75BZ40L/IN5,1,20
BTV,FFL10,24706001,PA1053,ESTEC JAPAN CORPORATION,SB,100451112,"SP-BOX ASSY,FY20 W30XL-A",RC1BB,1,20,1,20,0,20,SV-41495(IN5)/FW-75BZ40L/IN5,1,20
BTV,FFL10,24706001,550200,SONY GLOBAL MFG & OPT CORP-IPO,SB,500925822,"BRACKET, WIFI(BNN)",RC1BB,1,20,1,20,0,20,SV-41495(IN5)/FW-75BZ40L/IN5,1,20
BTV,FFL10,24705001,080140,TOKOPAK SDN BHD,OUTJIT,502309601,"CUSHION, LOWER R (3L PHN)",RC1S1,1,50,1,50,0,50,SV-41484(IN5)/FW-75BZ30L/IN5,1,50
BTV,FFL10,24690001,313804,SONY ELECT OPERATIONS (CN) LTD,HM,445745112,"SHEET, THERMAL (BAF)",RB1B1,1,20,3,60,0,60,SV-41737(IN5)/FW-75BZ35L/IN5,1,20
BTV,FFL10,24690001,313804,SONY ELECT OPERATIONS (CN) LTD,SP,100650223,CONNECTOR ASSY 30P,RC1B1,1,20,1,20,0,20,SV-41737(IN5)/FW-75BZ35L/IN5,1,20
BTV,FFL10,24690001,080140,TOKOPAK SDN BHD,OUTJIT,502309701,"CUSHION, SIDE (3L PHN)",RC1S1,1,20,2,40,0,40,SV-41737(IN5)/FW-75BZ35L/IN5,1,20
BTV,FFL10,24690001,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504874701,"CARTON, INDIVIDUAL (3L PHNB2)",RC1S1,1,20,1,20,0,20,SV-41737(IN5)/FW-75BZ35L/IN5,1,20
BTV,FFL10,24469006,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,504710722,SAFETY BOOKLET/SAFETY FLYER,RC1B2,1,89,1,89,0,89,SV-41725(E33)/KD-75X75WL/E33,1,89
BTV,FFL10,24469006,080125,PERCETAKAN TENAGA SDN BHD,ACC,504995111,SETUP GUIDE,RC1B2,1,89,1,89,0,89,SV-41725(E33)/KD-75X75WL/E33,1,89
BTV,FFL10,24469006,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,501372313,DUST COVER T-CON ASSY (COM),RC1B3,1,89,1,89,0,89,SV-41725(E33)/KD-75X75WL/E33,1,89
BTV,FFL10,24400005,550200,SONY GLOBAL MFG & OPT CORP-IPO,SP,426270804,"CLAMPER, CABLE",RC1B1,1,12,1,12,0,12,SV-41137(VN3)/XR-75X95L/AZ1,1,12
BTV,FFL10,24400005,100629,C.G. DEVELOPMENT LTD,ACC,101694011,REMOTE COMMANDER (RMF-TX810U),RC1B2,1,12,1,12,0,12,SV-41137(VN3)/XR-75X95L/AZ1,1,12
BTV,FFL10,24400005,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504465201,REAR COVER (3L PLD) A,RC1S1,1,12,1,12,0,12,SV-41137(VN3)/XR-75X95L/AZ1,1,12
BTV,FFL10,24399005,000602,CHIYODA INTEGRE CO.(M) SDN BHD,SP,453008511,CUSHION 3025A,RC1B1,1,22,1,22,0,22,SV-41137(VN3)/XR-75X95L/AF1,1,22
BTV,FFL10,24399005,102403,IWATA BOLT SINGAPORE PTE LTD,ACC,446287103,"BAG, SCREW A (CCT)",RC1B2,1,22,1,22,0,22,SV-41137(VN3)/XR-75X95L/AF1,1,22
BTV,FFL10,24399005,005101,RYOKA (MALAYSIA) SDN BHD,SB,504498501,"GUIDE LIGHT, OPT (MLB)",RC1B3,1,22,1,22,0,22,SV-41137(VN3)/XR-75X95L/AF1,1,22
BTV,FFL10,24399005,313804,SONY ELECT OPERATIONS (CN) LTD,SB,504621001,COVER TML V (3L PLD) A,RC1BB,1,22,1,22,0,22,SV-41137(VN3)/XR-75X95L/AF1,1,22
BTV,FFL10,24394003,PG0001,GPM TECHNOLOGY SDN BHD,HM,504508401,HEAT SINK (SRK CBN),RB1B1,1,15,1,15,0,15,SV-41136(VN3)/XR-85X95L/AZ1,1,15
BTV,FFL10,24394003,080140,TOKOPAK SDN BHD,OUTJIT,504501501,"CUSHION, LOWER L (4L PLD)",RC1S1,1,15,1,15,0,15,SV-41136(VN3)/XR-85X95L/AZ1,1,15
BTV,FFL10,24393004,080140,TOKOPAK SDN BHD,OUTJIT,504501401,"CUSHION, UPPER R (4L PLD)",RC1S1,1,10,1,10,0,10,SV-41136(VN3)/XR-85X95L/MY1,1,10
BTV,FFL10,24391004,080026,ENTRUST PRECISION (M) SDN BHD,SP,426812602,"SCREW, ORNAMENTAL M6X12",RC1B1,1,7,4,28,0,28,SV-41136(VN3)/XR-85X95L/E51,1,7
BTV,FFL10,24391004,000602,CHIYODA INTEGRE CO.(M) SDN BHD,SP,453008511,CUSHION 3025A,RC1B1,1,7,1,7,0,7,SV-41136(VN3)/XR-85X95L/E51,1,7
BTV,FFL10,24391004,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,504498101,"GUIDE LIGHT, ILM (PLD)",RC1B3,1,7,1,7,0,7,SV-41136(VN3)/XR-85X95L/E51,1,7
BTV,FFL10,24211003,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,502178521,"LIGHT,GUIDE RGB(SGT)",RC1B3,1,20,1,20,0,20,SV-41120(AZ1)/XR-83A80L/AF1,1,20
BTV,FFL10,24211003,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502467301,"CUSHION, LOWER R (4L SGT)",RC1S1,1,20,1,20,0,20,SV-41120(AZ1)/XR-83A80L/AF1,1,20
BTV,FFL10,22943010,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503862601,"CARTON, INDIVIDUAL (3L HRS)",RC1S1,1,28,1,28,0,28,SV-40268(VN3)/KD-75X85K/MY1,1,28
BTV,FFL10,22931021,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44406501,"TOP BOARD, BNN 75"" (6) (KF)",RC1S1,1,132,0.0909,12,0,12,SV-40268(VN3)/KD-75X85K/AF1,1,132
BTV,FFL10,22762017,313804,SONY ELECT OPERATIONS (CN) LTD,HM,502330201,"SHEET, THERMAL(DDR A)",RB1B1,1,64,2,128,0,128,SV-40049(VN3)/XR-85X90K/AF1,1,64
BTV,FFL10,22762017,PA1114,HAMBURG (JIANGSU) CO LTD,SP,101450511,FLEXIBLE FLAT CABLE 41P,RC1B1,1,64,1,64,0,64,SV-40049(VN3)/XR-85X90K/AF1,1,64
BTV,FFL10,22759021,000008,ASAHI BEST BASE SDN BHD,SP,101449711,CONNECTOR ASSY 28P,RC1B1,1,186,1,186,0,186,SV-40049(VN3)/XR-85X90K/AZ1,1,186
BTV,FFL10,22759021,PA1117,TESCOM ELECT TRADING (M) S/B,SP,101450111,FLEXIBLE FLAT CABLE 25P,RC1B1,1,186,1,186,0,186,SV-40049(VN3)/XR-85X90K/AZ1,1,186
BTV,FFL10,22759021,080125,PERCETAKAN TENAGA SDN BHD,ACC,503764511,SETUP GUIDE,RC1B2,1,186,1,186,0,186,SV-40049(VN3)/XR-85X90K/AZ1,1,186
BTV,FFL10,22759020,313804,SONY ELECT OPERATIONS (CN) LTD,SP,101449611,CONNECTOR ASSY 15P,RC1B1,1,135,1,135,0,135,SV-40049(VN3)/XR-85X90K/AZ1,1,135
BTV,FFL10,22759020,080026,ENTRUST PRECISION (M) SDN BHD,SP,501552101,+PSW M6*16 W14,RC1B1,1,135,4,540,0,540,SV-40049(VN3)/XR-85X90K/AZ1,1,135
BTV,FFL10,22759020,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503863901,"CARTON, INDIVIDUAL (4L TGR)",RC1S1,1,135,1,135,0,135,SV-40049(VN3)/XR-85X90K/AZ1,1,135
BTV,FFL10,22757009,080140,TOKOPAK SDN BHD,OUTJIT,504959502,"CUSHION, LOWER C (4L TGR)",RC1S1,1,12,1,12,0,12,SV-40049(VN3)/XR-85X90K/TH8,1,12
BTV,FFL10,22469029,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,502541281,"CELL, PROTECTOR (3L RIS)",RC1S1,1,30,1,30,0,30,SV-40031(VN3)/KD-75X80K/VN3,1,30
BTV,FGL02,24722002,003935,NICHIBEI PARTS SDN BHD - SOUTH,SP,505125801,"SHEET, THERMAL (EPH2)",RC1B1,1,42,2,84,0,84,P-MOD (YSDM055INO01)(SVC),1,42
BTV,FGL02,24605004,100629,C.G. DEVELOPMENT LTD,ACC,149348313,REMOTE COMMANDER (RMT-TB400U),RC1B2,1,286,1,286,0,286,SV-41499(CEI)/FW-55BZ40L/CEI,1,286
BTV,FGL02,24605004,003010,KAWAGUCHI MFG. SDN BHD,INJIT,502349913,REAR COVER (L PHN) A,RC1S1,1,286,1,286,0,286,SV-41499(CEI)/FW-55BZ40L/CEI,1,286
BTV,FGL02,24605004,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101714121,LIQUID CRYSTAL ELEMENT(B55QUB),RCGS1,1,286,1,286,0,286,SV-41499(CEI)/FW-55BZ40L/CEI,1,286
BTV,FGL02,24601005,001504,FORMOSA PROSONIC INDUSTRIES BH,SB,501541562,BRACKET SIDE (BNN) A,RC1B3,1,602,1,602,0,602,SV-41487(CEI)/FW-55BZ30L/CEI,1,602
BTV,FGL02,24601005,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,502306914,"COVER, TOP (COM)",RC1B3,1,602,1,602,0,602,SV-41487(CEI)/FW-55BZ30L/CEI,1,602
BTV,FGL02,24221004,001504,FORMOSA PROSONIC INDUSTRIES BH,ACC,504676001,"BAG, CL ASSY (L EPH2)",RC1B2,1,105,1,105,0,105,SV-41156(HK5)/KD-55X80L/HK5,1,105
BTV,FGL02,23881009,003638,MAY-PLASTICS MANUFACTURERS S/B,SB,501372313,DUST COVER T-CON ASSY (COM),RC1B3,1,66,1,66,0,66,SV-41112(VN3)/KD-55X80L/E51,1,66
BTV,FGL02,23881009,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,504473111,STAND R (L EPH2) A,RC1S1,1,66,1,66,0,66,SV-41112(VN3)/KD-55X80L/E51,1,66
BTV,FGL02,23880007,S85027,SONY THAI CO LTD,SP,505010321,"LABEL, DTV (NBTC)(EPH2)",RC1B1,1,95,1,95,0,95,SV-41112(VN3)/KD-55X80L/TH8,1,95
BTV,FGL02,22481017,102403,IWATA BOLT SINGAPORE PTE LTD,SP,472654902,"SCREW, M3X3",RC1B1,1,280,6,1680,0,1680,P-MOD (YSCM055CCO01)(SVC),1,280
BTV,FGL02,22481017,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITILS,101326912,MOUNTED PWB LS BAR (EPH L),RC1S3,1,280,10,2800,0,2800,P-MOD (YSCM055CCO01)(SVC),1,280
BTV,FGL02,22481016,080026,ENTRUST PRECISION (M) SDN BHD,SP,447251811,"SCREW, +PSW M3X6",RC1B1,1,420,9,3780,0,3780,P-MOD (YSCM055CCO01)(SVC),1,420
BTV,FGL02,22453020,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITILS,101326912,MOUNTED PWB LS BAR (EPH L),RC1S3,1,50,10,500,0,500,SV-40042(VN3)/KD-55X81DK/VN3,1,50
BTV,FGL02,22406107,080113,HINSITSU SCREEN SDN BHD,SP,500173101,"LABEL, SERVICE HOTLINE VT",RC1B1,1,10,1,10,0,10,SV-40039(VN3)/KD-55X80K/VN3,1,10
BTV,FGL02,22406106,313804,SONY ELECT OPERATIONS (CN) LTD,SP,502734101,"SHEET, THERMAL (RIS)",RC1B1,1,90,1,90,0,90,SV-40039(VN3)/KD-55X80K/VN3,1,90
BTV,FGL02,22406106,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,501206416,SAFETY FLYER,RC1B2,1,90,1,90,0,90,SV-40039(VN3)/KD-55X80K/VN3,1,90
BTV,FGL02,22406106,S85034,SSCS (M) SDN BHD,BRD,100980121,GL13P-STATIC CONVERTER (TV),RC1B6,1,90,1,90,0,90,SV-40039(VN3)/KD-55X80K/VN3,1,90
BTV,FGL03,24715002,S80003,SONY TAIWAN LIMITED,INJITIOP,504447001,DIFFUSER PLATE (EPH 2L),RC1S1,1,14,1,14,0,14,P-MOD (YSDM065INO01)(SVC),1,14
BTV,FGL03,24630004,004503,YAMAGATA (MALAYSIA) SDN BHD,ACC,505318421,"MANUAL, INSTRUCTION",RC1B2,1,168,1,168,0,168,SV-41498(CEI)/FW-65BZ40L/CEI,1,168
BTV,FGL03,24630004,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,502605541,"SHEET,PROTECTION(T=0.32MM)",RC1S1,1,168,1,168,0,168,SV-41498(CEI)/FW-65BZ40L/CEI,1,168
BTV,FGL03,24630004,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,500840701,TRAY (2L BNN),RC1S1,1,168,1,168,0,168,SV-41498(CEI)/FW-65BZ40L/CEI,1,168
